Age,Tenure_Months,Monthly_Charges,Total_Charges,Support_Calls,Late_Payments,Usage_Hours,Discount,Complaints,Tenure_to_Age_Ratio,Charges_Deviation,Support_Per_Month,Gender,Contract_Type,Internet_Service,Payment_Method,Churn
71.0,18,35.0,642.44,2,0,181.2,10.0,2,0.25352109105336745,-0.6910912827270721,0.11111104938275035,Female,Month-to-month,DSL,Credit card (automatic),0
64.0,9,46.36,409.53,2,0,50.6,0.0,0,0.14062497802734716,0.8567172258697511,0.22222197530891633,Male,Month-to-month,DSL,Electronic check,1
55.0,14,73.91,1050.05,2,2,258.5,0.0,1,0.2545454082644712,-1.0935178546301074,0.1428570408163994,Female,Month-to-month,DSL,Electronic check,0
23.0,72,84.72,6069.52,2,0,123.3,10.0,2,3.1304334215506864,0.4211228192884988,0.027777773919753623,Female,Month-to-month,Fiber optic,Electronic check,0
42.0,1,77.81,77.49,3,0,145.5,0.0,2,0.023809518140590916,0.32077489225109446,2.9999700002999967,Female,One year,Fiber optic,Mailed check,0
66.0,30,77.52,2225.97,2,1,141.3,0.0,2,0.4545453856749415,3.3210247329917593,0.06666664444445185,Male,Two year,Fiber optic,Mailed check,0
56.0,1,51.45,51.16,2,1,101.8,15.0,0,0.017857139668367914,0.29051159488405887,1.9999800001999979,Female,Two year,DSL,Mailed check,0
36.0,28,96.28,2640.04,2,2,77.8,0.0,1,0.777777561728455,1.992890816824712,0.07142854591837645,Male,One year,Fiber optic,Electronic check,0
25.0,13,33.61,442.3,2,1,119.7,20.0,1,0.5199997920000832,-0.4130507514994264,0.15384603550304962,Male,Month-to-month,No,Bank transfer (automatic),0
34.0,13,77.48,967.57,3,0,222.7,20.0,0,0.38235282871975623,3.051595714157145,0.23076905325457442,Male,One year,Fiber optic,Mailed check,0
40.0,6,80.76,471.92,1,1,149.7,10.0,0,0.14999996250000935,2.1067977553370696,0.16666638888935187,Female,Month-to-month,Fiber optic,Electronic check,1
71.0,22,56.92,1268.22,0,1,102.0,0.0,0,0.3098591112874491,-0.726337433482982,0.0,Female,Month-to-month,DSL,Bank transfer (automatic),0
71.0,50,18.0,871.18,4,4,69.2,20.0,0,0.7042252529260207,0.5764034847193038,0.07999998400000319,Female,One year,No,Electronic check,0
68.0,34,34.91,1206.41,0,1,115.3,10.0,0,0.49999992647059904,-0.5726366227539401,0.0,Female,Month-to-month,DSL,Bank transfer (automatic),0
74.0,30,79.11,2356.95,3,1,89.9,0.0,0,0.40540535062089855,0.5450261883246128,0.09999996666667778,Male,One year,Fiber optic,Mailed check,0
22.0,49,84.31,4243.67,2,2,170.9,0.0,0,2.227271714876493,-2.2954925294913124,0.040816318200751385,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
48.0,3,101.03,308.96,2,0,257.6,0.0,1,0.06249998697916938,-1.9563233789220646,0.6666644444518518,Female,Month-to-month,Fiber optic,Credit card (automatic),1
69.0,7,55.4,394.19,3,0,100.2,20.0,0,0.10144926065952743,-0.9127766960332977,0.4285708163274053,Male,One year,DSL,Credit card (automatic),0
52.0,72,67.01,4841.1,2,1,189.2,0.0,0,1.3846151183432465,-0.22749066145962615,0.027777773919753623,Female,Month-to-month,DSL,Bank transfer (automatic),0
45.0,8,29.98,232.47,1,2,152.4,10.0,1,0.1777777382716137,0.9212863233920956,0.12499984375019532,Female,Month-to-month,No,Electronic check,1
25.0,33,63.76,2147.98,1,2,164.2,0.0,1,1.3199994720002113,-1.3302833059747527,0.030303021120296626,Male,One year,DSL,Electronic check,0
66.0,23,87.31,1921.21,1,2,152.1,10.0,0,0.34848479568412183,3.7791667525361987,0.043478241965981754,Female,One year,Fiber optic,Bank transfer (automatic),0
60.0,37,45.17,1663.89,2,2,14.2,0.0,1,0.616666563888906,0.20001215405077488,0.0540540394448542,Female,Month-to-month,DSL,Mailed check,0
45.0,72,62.97,4547.55,3,0,95.8,0.0,0,1.5999996444445233,-0.19040789438779626,0.04166666087963043,Male,Month-to-month,Fiber optic,Electronic check,0
25.0,12,76.89,924.35,2,0,176.6,15.0,2,0.4799998080000768,-0.1391024757479471,0.16666652777789354,Female,Month-to-month,Fiber optic,Credit card (automatic),0
32.0,69,25.25,1777.66,1,2,102.1,0.0,0,2.156249326172085,-0.5131846720022217,0.014492751522789634,Male,One year,No,Credit card (automatic),0
20.0,72,76.27,5636.72,1,1,146.2,10.0,0,3.5999982000009,-2.0177669044768294,0.013888886959876811,Male,One year,Fiber optic,Electronic check,0
37.0,39,29.16,1174.96,0,1,111.4,10.0,1,1.054053769174657,-0.96717176226365,0.0,Female,Two year,No,Electronic check,0
57.0,65,44.02,2892.07,4,1,119.6,0.0,0,1.14035067713146,-0.47337777024957006,0.061538452071007374,Female,Month-to-month,DSL,Bank transfer (automatic),1
39.0,24,27.27,624.98,2,1,177.7,5.0,0,0.6153844575937287,1.229177517009365,0.08333329861112558,Male,Month-to-month,No,Bank transfer (automatic),0
34.0,1,52.21,53.28,1,1,151.2,0.0,0,0.029411756055365862,-1.0694672053279461,0.9999900000999989,Male,One year,DSL,Bank transfer (automatic),0
42.0,3,77.74,230.13,5,0,144.7,0.0,0,0.07142855442177275,1.0302556991476735,1.6666611111296294,Female,One year,Fiber optic,Bank transfer (automatic),0
46.0,10,94.02,943.55,3,0,144.2,0.0,1,0.21739125708885715,-0.33490564509435217,0.2999997000003,Male,Two year,Fiber optic,Electronic check,0
37.0,8,83.55,677.66,1,0,125.5,0.0,2,0.2162161577794168,-1.1573941157573557,0.12499984375019532,Female,Month-to-month,Fiber optic,Credit card (automatic),1
46.0,1,20.98,20.87,1,2,108.3,0.0,0,0.021739125708885716,0.1102086979130199,0.9999900000999989,Male,One year,No,Electronic check,0
66.0,9,83.49,748.47,0,1,80.8,5.0,0,0.13636361570248245,0.32675907026768414,0.0,Female,One year,Fiber optic,Electronic check,0
65.0,72,90.45,6832.31,2,2,173.3,10.0,2,1.1076921372781328,-4.443181264835928,0.027777773919753623,Female,One year,Fiber optic,Electronic check,0
42.0,21,97.53,1965.47,2,0,192.1,0.0,0,0.49999988095240927,3.936235044649976,0.09523804988664292,Male,Month-to-month,Fiber optic,Credit card (automatic),0
73.0,10,84.06,831.36,3,1,145.7,10.0,0,0.13698628260461881,0.9240831359168595,0.2999997000003,Female,One year,Fiber optic,Credit card (automatic),0
51.0,19,40.1,768.48,1,3,147.5,5.0,0,0.37254894655903004,-0.34629450195026124,0.05263155124655198,Male,Two year,DSL,Bank transfer (automatic),0
53.0,11,52.85,597.45,2,2,217.6,5.0,0,0.20754713065148478,-1.463586987648199,0.1818180165290759,Male,Month-to-month,DSL,Electronic check,1
44.0,28,90.68,2626.29,0,0,165.2,5.0,0,0.63636349173557,-3.1160379299864474,0.0,Female,Two year,Fiber optic,Credit card (automatic),0
24.0,5,83.68,399.56,0,0,267.5,5.0,1,0.20833324652781396,3.7681598236803495,0.0,Male,Month-to-month,Fiber optic,Bank transfer (automatic),1
38.0,17,82.2,1432.98,5,0,88.6,15.0,1,0.4473683033241307,-2.0928915924167057,0.29411747404854466,Female,One year,Fiber optic,Electronic check,0
69.0,20,90.04,1822.13,3,1,121.0,5.0,0,0.2898550304557927,-1.0664544467727808,0.1499999250000375,Female,One year,Fiber optic,Electronic check,0
50.0,2,26.52,51.76,3,0,165.5,0.0,1,0.039999992000001594,0.640129399353004,1.4999925000374998,Male,One year,No,Bank transfer (automatic),0
66.0,15,62.95,958.76,1,1,172.2,15.0,0,0.22727269283747076,-0.9672907218061866,0.06666662222225185,Male,One year,DSL,Bank transfer (automatic),0
34.0,20,76.0,1472.75,2,2,250.8,15.0,1,0.5882351211073172,2.3625368187315843,0.099999950000025,Female,Month-to-month,DSL,Electronic check,0
57.0,18,79.04,1414.11,3,2,112.9,0.0,0,0.3157894182825582,0.4783769786794636,0.16666657407412552,Female,One year,Fiber optic,Credit card (automatic),0
35.0,40,74.86,3015.05,1,0,204.8,0.0,0,1.1428568163266237,-0.5162311559422079,0.02499999375000156,Female,Month-to-month,Fiber optic,Electronic check,0
45.0,28,76.72,2207.96,3,0,98.3,0.0,0,0.6222220839506479,-2.135686122969247,0.10714281887756469,Male,Two year,Fiber optic,Bank transfer (automatic),0
37.0,7,91.81,657.3,2,1,108.5,10.0,1,0.1891891380569897,-2.0898658573344875,0.2857138775516035,Male,One year,Fiber optic,Mailed check,0
27.0,15,28.38,437.6,2,0,129.9,0.0,0,0.5555553497943149,-0.7933138844574152,0.1333332444445037,Male,Month-to-month,No,Bank transfer (automatic),0
46.0,54,23.23,1215.05,1,0,159.9,0.0,0,1.1739127882798286,0.7290782409114378,0.01851851508916387,Male,Month-to-month,No,Credit card (automatic),0
50.0,17,58.65,950.68,1,1,145.4,0.0,0,0.3399999320000136,2.7276799543059127,0.058823494809708936,Male,Two year,DSL,Bank transfer (automatic),0
54.0,1,69.28,72.27,0,0,122.4,0.0,0,0.01851851508916387,-2.9892773072269136,0.0,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
36.0,17,98.34,1633.11,1,0,180.0,0.0,0,0.4722220910494191,2.2747623913162442,0.058823494809708936,Male,One year,Fiber optic,Electronic check,0
40.0,3,70.5,204.86,2,0,136.9,0.0,0,0.07499998125000468,2.2135609547968187,0.6666644444518518,Female,One year,Fiber optic,Mailed check,0
67.0,6,54.12,336.6,5,0,177.3,0.0,0,0.08955222543996635,-1.9799065001558418,0.8333319444467593,Female,month-to-month,DSL,Mailed check,1
35.0,16,19.11,294.95,4,1,69.9,5.0,1,0.4571427265306495,0.6756365214771733,0.24999984375009765,Male,Month-to-month,No,Bank transfer (automatic),1
50.0,5,64.66,307.7,2,0,117.8,0.0,1,0.099999980000004,3.1201230797538315,0.39999920000160005,Female,Month-to-month,DSL,Bank transfer (automatic),1
41.0,40,62.18,2509.11,1,0,180.9,0.0,0,0.9756095181440199,-0.5477343180664178,0.02499999375000156,Male,Month-to-month,DSL,Bank transfer (automatic),0
66.0,7,74.42,518.12,3,0,176.7,15.0,0,0.10606058999081969,0.4029628814815993,0.4285708163274053,Female,One year,Fiber optic,Mailed check,0
62.0,5,86.37,451.8,1,0,121.6,0.0,0,0.08064514828304059,-3.989819280361445,0.19999960000080003,Female,Month-to-month,Fiber optic,Credit card (automatic),1
20.0,72,46.44,3284.7,5,0,130.2,0.0,0,3.5999982000009,0.8191730028926401,0.06944443479938406,Female,Month-to-month,DSL,Mailed check,1
67.0,18,18.0,318.29,4,1,78.4,0.0,1,0.26865667631989903,0.3172320459821947,0.2222220987655007,Male,Month-to-month,No,Mailed check,1
26.0,41,44.49,1875.69,2,1,108.1,5.0,1,1.5769224704144345,-1.2585254271889141,0.04878047590720099,Female,Month-to-month,DSL,Electronic check,0
37.0,11,53.52,582.97,1,1,120.1,0.0,0,0.2972972169466981,0.5227754520223158,0.09090900826453795,Female,One year,DSL,Bank transfer (automatic),0
66.0,1,48.72,49.01,1,0,100.9,0.0,0,0.015151512855831386,-0.28950990490094597,0.9999900000999989,Male,Month-to-month,DSL,Mailed check,1
53.0,6,30.88,187.63,2,0,154.7,0.0,1,0.11320752580990079,-0.3916145473090893,0.33333277777870374,Male,Month-to-month,No,Mailed check,1
41.0,45,86.12,3845.11,2,1,113.0,20.0,0,1.0975607079120224,0.67313009930443,0.044444434567903424,Male,Month-to-month,Fiber optic,Electronic check,0
55.0,14,27.45,380.42,1,0,102.7,0.0,0,0.2545454082644712,0.27716226631266494,0.0714285204081997,Female,One year,No,Credit card (automatic),0
36.0,47,56.56,2595.86,3,1,130.7,0.0,0,1.3055551929013351,1.3289479215004434,0.06382977365323965,Female,Two year,DSL,Electronic check,0
51.0,19,62.95,1149.12,2,0,104.2,20.0,0,0.37254894655903004,2.4700318315622027,0.10526310249310396,Male,One year,DSL,Credit card (automatic),0
69.0,53,102.69,5251.11,1,2,81.4,0.0,1,0.7681158307078506,3.612471524061988,0.018867920968316798,Male,Month-to-month,Fiber optic,Electronic check,0
42.0,3,87.84,268.26,1,0,135.7,0.0,2,0.07142855442177275,-1.5797019343268772,0.3333322222259259,Male,Two year,Fiber optic,Credit card (automatic),0
37.0,3,27.47,79.89,0,1,152.6,0.0,0,0.0810810591672813,0.8400887663707763,0.0,Female,One year,No,Electronic check,0
22.0,3,26.5,80.81,3,1,129.7,0.0,0,0.13636357438019348,-0.4365768780770729,0.9999966666777778,Male,One year,No,Electronic check,0
31.0,13,22.1,298.15,2,0,121.5,5.0,0,0.41935470343396664,-0.8345977426171203,0.15384603550304962,Female,Two year,No,Electronic check,0
31.0,24,60.57,1479.39,2,0,106.8,0.0,0,0.774193298647323,-1.0712243161565382,0.08333329861112558,Male,One year,DSL,Credit card (automatic),0
57.0,70,59.53,4101.09,2,0,94.5,0.0,0,1.2280699599877263,0.9430083695702365,0.0285714244897965,Male,One year,DSL,Bank transfer (automatic),0
67.0,14,89.41,1286.64,1,0,155.0,10.0,0,0.2089551926932548,-2.492791498006085,0.0714285204081997,Female,Month-to-month,Fiber optic,Mailed check,1
62.0,1,100.58,854.12,5,1,135.0,5.0,0,0.016129029656608118,-753.5314588854111,4.999950000499995,Female,Month-to-month,Fiber optic,Electronic check,1
23.0,40,80.86,3226.46,1,1,141.1,0.0,0,1.7391296786392703,0.1985201653699704,0.02499999375000156,Male,One year,Fiber optic,Bank transfer (automatic),0
74.0,11,25.57,287.38,1,2,154.5,15.0,1,0.14864862856099614,-0.5554307950629145,0.09090900826453795,Female,Two year,No,Electronic check,0
59.0,1,82.97,79.17,4,0,142.1,0.0,0,0.01694914966963565,3.800791692083081,3.9999600003999958,Male,One year,Fiber optic,Credit card (automatic),0
56.0,72,48.56,3441.3,3,0,158.2,5.0,1,1.28571405612249,0.7641733049759338,0.04166666087963043,Female,Month-to-month,DSL,Electronic check,0
68.0,7,91.08,666.49,5,1,194.6,0.0,0,0.10294116133218215,-4.13272112468411,0.7142846938790088,Male,Two year,Fiber optic,Bank transfer (automatic),0
26.0,5,30.16,157.04,1,1,176.9,15.0,0,0.1923076183432237,-1.2479371841256324,0.19999960000080003,Female,One year,No,Bank transfer (automatic),0
28.0,6,21.46,123.52,0,1,171.3,15.0,1,0.21428563775512938,0.8733676443872582,0.0,Female,Month-to-month,No,Electronic check,1
59.0,2,98.34,202.49,2,0,197.7,0.0,1,0.0338982993392713,-2.9044937775311155,0.9999950000249999,Female,One year,Fiber optic,Mailed check,0
54.0,72,43.53,3150.64,0,1,79.0,15.0,0,1.3333330864197988,-0.2288828112662742,0.0,Female,Month-to-month,DSL,Credit card (automatic),0
38.0,13,27.31,358.46,2,1,98.5,15.0,1,0.34210517313021754,-0.26382494321158134,0.15384603550304962,Male,Month-to-month,No,Electronic check,0
56.0,72,85.53,5969.74,3,1,29.1,0.0,0,1.28571405612249,2.6169559601450203,0.04166666087963043,Female,Month-to-month,Fiber optic,Mailed check,0
48.0,64,45.22,2772.71,1,2,200.9,5.0,1,1.3333330555556133,1.8964130193104651,0.01562499755859413,Male,One year,DSL,Electronic check,0
43.0,2,23.37,47.37,3,0,119.7,10.0,0,0.0465116170903216,-0.3148815755921177,1.4999925000374998,Male,One year,No,Electronic check,0
45.0,60,61.29,3837.85,2,1,219.3,10.0,1,1.3333330370371028,-2.674156005973998,0.0333333277777787,Female,One year,DSL,Mailed check,0
20.0,72,62.44,4380.63,2,2,83.8,5.0,0,3.5999982000009,1.5979251169548405,0.027777773919753623,Female,Month-to-month,DSL,Credit card (automatic),0
23.0,39,54.96,2050.05,2,1,110.5,0.0,0,1.6956514366732884,2.394628862915674,0.05128203813281073,Female,Month-to-month,DSL,Bank transfer (automatic),0
22.0,25,64.59,1588.67,5,0,163.2,10.0,0,1.1363631198349455,1.0432254187098309,0.199999920000032,Male,Two year,DSL,Credit card (automatic),0
33.0,26,90.15,2408.36,3,2,122.0,5.0,2,0.7878785491277123,-2.4791951426172574,0.11538457100593423,Female,One year,Fiber optic,Electronic check,1
66.0,6,35.14,217.35,3,0,67.6,0.0,0,0.0909090771349883,-1.084939625100624,0.4999991666680556,Female,One year,DSL,Credit card (automatic),0
40.0,17,56.65,950.6,4,2,129.4,15.0,0,0.4249998937500265,0.7323858338906817,0.23529397923883574,Male,Month-to-month,DSL,Bank transfer (automatic),1
39.0,10,63.45,622.33,2,2,228.9,0.0,0,0.2564101906640536,1.2170622329377636,0.1999998000002,Female,Two year,Fiber optic,Mailed check,0
42.0,2,103.6,200.24,2,0,127.9,5.0,1,0.04761903628118183,3.4805005974969987,0.9999950000249999,Female,month-to-month,Fiber optic,Bank transfer (automatic),0
29.0,37,65.99,2376.06,1,2,131.2,0.0,0,1.2758616290132314,1.7721795183298639,0.0270270197224271,Female,Two year,DSL,Credit card (automatic),0
27.0,8,84.24,663.54,0,3,227.2,15.0,1,0.29629618655696793,1.2976036779953972,0.0,Male,Month-to-month,Fiber optic,Electronic check,1
26.0,8,51.59,393.77,2,1,143.2,15.0,1,0.30769218934915793,2.368811526485594,0.24999968750039064,Female,One year,DSL,Credit card (automatic),0
49.0,28,91.64,2661.91,1,0,126.1,0.0,0,0.5714284548105194,-3.428180332792735,0.03571427295918823,Female,One year,Fiber optic,Credit card (automatic),0
58.0,8,71.38,591.57,1,2,154.4,0.0,0,0.13793101070154987,-2.5661575673030512,0.12499984375019532,Female,Month-to-month,DSL,Bank transfer (automatic),1
49.0,29,50.44,1533.73,2,1,161.1,5.0,0,0.591836613910895,-2.4472231423368527,0.06896549346017466,Female,Month-to-month,DSL,Electronic check,0
53.0,6,82.63,489.41,3,1,171.2,0.0,1,0.11320752580990079,1.0618026136622944,0.4999991666680556,Female,Two year,Fiber optic,Credit card (automatic),0
60.0,51,82.01,4306.16,0,2,237.1,0.0,0,0.8499998583333569,-2.4244932481385604,0.0,Female,Month-to-month,DSL,Bank transfer (automatic),0
74.0,58,109.21,6387.12,2,0,47.9,0.0,0,0.7837836778670705,-0.912739634010407,0.03448275267538747,Female,Month-to-month,Fiber optic,Bank transfer (automatic),0
20.0,17,41.52,701.38,0,0,81.5,20.0,1,0.8499995750002125,0.26237721036635264,0.0,Male,Month-to-month,DSL,Mailed check,0
56.0,9,40.53,370.3,6,2,141.3,20.0,0,0.16071425701531125,-0.6143987284458561,0.666665925926749,Female,Month-to-month,DSL,Electronic check,1
50.0,2,81.96,163.13,1,0,116.2,0.0,0,0.039999992000001594,0.39540782296087684,0.49999750001249993,Male,Month-to-month,Fiber optic,Bank transfer (automatic),1
31.0,54,86.36,4574.39,1,1,212.1,0.0,0,1.7419349219564768,1.6490897612796687,0.01851851508916387,Male,Month-to-month,Fiber optic,Mailed check,0
49.0,27,54.91,1517.45,1,0,190.4,0.0,1,0.5510202957101437,-1.2918310363588787,0.03703702331962099,Female,Month-to-month,DSL,Bank transfer (automatic),0
74.0,5,60.2,315.54,4,0,164.6,5.0,0,0.06756755843681643,-2.9078737842524376,0.7999984000032001,Male,Month-to-month,DSL,Mailed check,1
25.0,26,86.72,2236.59,2,3,25.2,10.0,2,1.0399995840001663,0.6973407779458398,0.07692304733728948,Female,Two year,Fiber optic,Electronic check,0
51.0,40,21.14,811.8,2,1,121.9,10.0,0,0.7843135717032211,0.8450050737487338,0.04999998750000312,Female,Month-to-month,No,Electronic check,0
35.0,51,18.0,875.46,1,0,162.0,10.0,0,1.4571424408164453,0.8341210129174499,0.01960783929258053,Female,Month-to-month,No,Credit card (automatic),0
43.0,3,32.19,97.39,0,3,139.5,10.0,0,0.06976742563548241,-0.27322512258292875,0.0,Female,Two year,No,Bank transfer (automatic),0
19.0,12,91.7,1059.49,6,0,176.2,15.0,0,0.6315786149586237,3.409240242299802,0.49999958333368055,Male,Month-to-month,Fiber optic,Credit card (automatic),1
57.0,63,76.16,4865.73,1,0,116.9,0.0,1,1.1052629639889535,-1.0737972644766103,0.015873013353489944,Female,Month-to-month,Fiber optic,Credit card (automatic),0
41.0,2,81.22,155.73,1,0,141.7,20.0,0,0.04878047590720099,3.3553893230533873,0.49999750001249993,Female,Month-to-month,Fiber optic,Electronic check,1
58.0,19,91.74,1799.64,0,0,125.8,0.0,2,0.32758615041618094,-2.9778448853448083,0.0,Female,One year,Fiber optic,Credit card (automatic),0
46.0,25,69.05,1755.22,2,0,149.3,10.0,0,0.5434781427221429,-1.158771916491233,0.0799999680000128,Female,Two year,Fiber optic,Electronic check,0
19.0,2,99.36,196.09,0,1,121.7,15.0,0,0.10526310249310396,1.3154902225488883,0.0,Female,Month-to-month,Fiber optic,Credit card (automatic),1
60.0,25,80.82,2003.63,2,1,63.4,0.0,2,0.41666659722223376,0.6748320580671674,0.0799999680000128,Female,Month-to-month,Fiber optic,Bank transfer (automatic),1
54.0,1,92.94,89.94,1,1,137.3,5.0,1,0.01851851508916387,3.000899391006101,0.9999900000999989,Female,Two year,Fiber optic,Bank transfer (automatic),0
67.0,44,73.15,3310.99,1,0,173.8,0.0,0,0.6567163198930865,-2.099755625055522,0.022727267561984642,Male,Month-to-month,DSL,Bank transfer (automatic),0
41.0,6,108.01,654.87,0,1,91.1,5.0,0,0.146341427721603,-1.1348180919698478,0.0,Male,Two year,Fiber optic,Credit card (automatic),0
60.0,14,84.13,1217.84,1,0,75.2,5.0,0,0.23333329444445092,-2.8585092939219408,0.0714285204081997,Male,Month-to-month,Fiber optic,Mailed check,1
54.0,2,69.1,139.86,1,1,107.6,15.0,1,0.03703703017832774,-0.8296503517482563,0.49999750001249993,Female,One year,Fiber optic,Mailed check,0
25.0,1,88.64,90.87,1,1,190.5,10.0,1,0.0399999840000064,-2.229091309086911,0.9999900000999989,Male,Two year,Fiber optic,Electronic check,0
40.0,10,99.65,997.82,1,1,142.5,10.0,2,0.24999993750001562,-0.13190021809978703,0.0999999000001,Male,Month-to-month,Fiber optic,Bank transfer (automatic),1
21.0,63,60.74,3955.8,5,1,190.9,0.0,0,2.9999985714292516,-2.050466223735519,0.07936506676744971,Female,Two year,DSL,Credit card (automatic),0
22.0,12,60.75,731.16,2,2,177.8,15.0,4,0.5454542975207739,-0.17994922504231425,0.16666652777789354,Female,Month-to-month,DSL,Mailed check,1
26.0,45,62.5,2943.28,2,1,180.1,5.0,0,1.7307685650890134,-2.906207687509408,0.044444434567903424,Male,Two year,Fiber optic,Bank transfer (automatic),0
46.0,9,73.3,659.86,4,1,85.4,0.0,0,0.19565213137997142,-0.017696313670768404,0.44444395061783265,Female,Two year,Fiber optic,Bank transfer (automatic),0
52.0,23,74.4,1773.28,3,0,109.2,0.0,1,0.442307607248537,-2.6990969134361222,0.13043472589794528,Male,Month-to-month,DSL,Electronic check,0
58.0,49,81.98,4185.84,3,0,145.9,10.0,0,0.844827440546993,-3.4452886887165874,0.061224477301127074,Male,Month-to-month,DSL,Bank transfer (automatic),0
18.0,6,52.38,304.31,4,0,162.1,0.0,0,0.33333314814825105,1.6617511970813368,0.6666655555574075,Female,One year,DSL,Electronic check,0
54.0,14,26.37,373.24,2,2,153.8,10.0,1,0.2592592112482942,-0.2899809571564589,0.1428570408163994,Male,One year,No,Electronic check,0
26.0,1,55.41,56.84,2,0,169.9,0.0,2,0.03846152366864474,-1.429431605683945,1.9999800001999979,Male,Month-to-month,DSL,Bank transfer (automatic),1
61.0,10,25.1,254.6,4,1,193.5,15.0,0,0.1639343993550165,-0.35997454002545837,0.3999996000004,Male,Month-to-month,No,Mailed check,1
43.0,1,82.65,83.43,2,2,122.6,10.0,0,0.0232558085451608,-0.7791657083429158,1.9999800001999979,Female,Month-to-month,Fiber optic,Credit card (automatic),1
63.0,42,26.12,1146.0,4,0,153.6,0.0,0,0.6666665608465776,-1.1657077891171888,0.09523807256236366,Female,Month-to-month,No,Mailed check,1
38.0,5,19.03,92.55,2,0,242.4,5.0,0,0.13157891274239136,0.5200370199259616,0.39999920000160005,Male,Month-to-month,No,Electronic check,1
63.0,8,20.97,169.66,3,0,151.6,0.0,0,0.12698410682791955,-0.2374734906581395,0.37499953125058594,Female,Two year,No,Electronic check,0
39.0,22,26.55,608.55,5,1,146.7,0.0,0,0.564102419460918,-1.1113510630222407,0.2272726239669891,Female,Month-to-month,No,Bank transfer (automatic),1
40.0,12,49.45,601.17,0,1,120.6,0.0,1,0.2999999250000187,-0.6474582521181205,0.0,Male,Month-to-month,DSL,Bank transfer (automatic),0
57.0,1,18.98,18.89,0,0,47.7,10.0,0,0.017543856571253232,0.09018889811101971,0.0,Male,Two year,No,Electronic check,0
32.0,7,74.94,520.97,2,0,156.4,0.0,0,0.21874993164064635,0.5158206059705464,0.2857138775516035,Female,month-to-month,Fiber optic,Credit card (automatic),0
68.0,9,80.15,733.82,1,0,171.2,0.0,0,0.13235292171280563,-1.38546496059449,0.11111098765445816,Male,One year,Fiber optic,Bank transfer (automatic),0
64.0,15,25.14,362.62,2,0,224.3,0.0,1,0.23437496337891195,0.9653494497670323,0.1333332444445037,Male,Month-to-month,No,Credit card (automatic),0
72.0,9,96.89,885.69,2,0,148.2,10.0,2,0.1249999826388913,-1.5198906556770595,0.22222197530891633,Female,One year,Fiber optic,Electronic check,0
29.0,24,51.28,1176.28,0,0,182.4,0.0,0,0.8275859215220961,2.2683537548526047,0.0,Male,Two year,DSL,Credit card (automatic),0
53.0,12,63.53,771.37,3,0,162.8,0.0,1,0.22641505161980158,-0.750779766016862,0.24999979166684028,Male,One year,Fiber optic,Electronic check,0
20.0,4,94.47,359.04,1,1,175.6,10.0,0,0.19999990000005,4.710224399438985,0.24999937500156252,Female,Two year,Fiber optic,Electronic check,0
62.0,2,57.56,118.1,1,2,102.6,10.0,0,0.032258059313216236,-1.489704751476232,0.49999750001249993,Male,One year,DSL,Electronic check,0
29.0,14,51.86,758.19,0,0,242.8,0.0,1,0.4827584542212227,-2.2963898882929428,0.0,Male,Month-to-month,DSL,Credit card (automatic),0
47.0,4,99.12,398.0,0,0,95.1,10.0,1,0.08510636487098619,-0.3797512506218794,0.0,Male,Month-to-month,Fiber optic,Credit card (automatic),1
23.0,10,101.34,991.03,3,2,136.7,0.0,1,0.43478241965981757,2.237099102900899,0.2999997000003,Female,Month-to-month,Fiber optic,Electronic check,1
43.0,10,81.02,834.75,1,0,115.4,10.0,2,0.23255808545160803,-2.454916525083476,0.0999999000001,Male,Month-to-month,Fiber optic,Electronic check,1
36.0,21,48.02,1019.26,1,0,175.9,0.0,1,0.5833331712963412,-0.5161673637298207,0.04761902494332146,Male,Month-to-month,DSL,Credit card (automatic),0
51.0,13,27.57,369.32,2,0,169.5,15.0,1,0.2549019108035469,-0.8392089159931402,0.15384603550304962,Male,Two year,No,Bank transfer (automatic),0
70.0,19,62.0,1223.63,1,0,217.9,5.0,2,0.27142853265306677,-2.4015450518184025,0.05263155124655198,Male,Month-to-month,DSL,Electronic check,0
36.0,72,113.0,8304.36,1,0,175.1,0.0,1,1.9999994444445985,-2.3383173141226052,0.013888886959876811,Female,Month-to-month,Fiber optic,Mailed check,0
39.0,15,24.6,374.01,0,1,129.7,0.0,0,0.38461528599608047,-0.3339833773444134,0.0,Male,Month-to-month,No,Mailed check,0
20.0,18,62.32,1066.76,5,1,130.8,0.0,0,0.899999550000225,3.0555884802286215,0.27777762345687584,Male,One year,DSL,Mailed check,0
53.0,22,91.27,1977.31,0,1,109.9,15.0,0,0.41509426130296956,1.3923135807665545,0.0,Female,One year,Fiber optic,Mailed check,0
35.0,19,79.62,1533.89,1,1,114.7,10.0,1,0.5428569877551463,-1.1110101415736153,0.05263155124655198,Male,One year,Fiber optic,Credit card (automatic),0
22.0,51,71.21,3693.37,2,1,177.4,10.0,0,2.318180764463289,-1.209005408038152,0.03921567858516106,Female,One year,Fiber optic,Mailed check,0
60.0,42,70.83,3110.69,1,0,219.0,0.0,1,0.6999998833333527,-3.2340299847547698,0.023809518140590916,Female,Month-to-month,Fiber optic,Electronic check,0
